target_id,95_r1,105_r1,115_r1,125_r1,145_r1,160_r1,175_r1,190_r1,205_r1,220_r1,95_r2,105_r2,115_r2,125_r2,145_r2,160_r2,175_r2,190_r2,205_r2,220_r2,95_r3,105_r3,115_r3,125_r3,145_r3,160_r3,175_r3,190_r3,205_r3,220_r3
FBtr0344450,0,0.184453,0.178649,0.561955,0.137285,0,0,0.181334,0,0,0,0,0,0.20621,1.5203,0.175052,0.0973884,0.191964,0,0,0,0,0.435666,0.283905,0,0.285578,0,0.177476,0,0
FBtr0083251,5.89021,5.04335,5.62104,5.29913,2.89817,1.00128,0,0.682101,1.18198,1.54874,11.0685,12.8229,8.31353,9.62043,1.48125,2.14433,0.77507,1.59866,1.52966,1.97952,13.2727,15.6133,8.24009,7.21614,3.92663,0.359357,0.418577,0.303056,0.3019,0.590887
FBtr0344009,23.776,22.902,16.3355,14.3348,8.38473,1.11011,1.52784,0.685519,0.229136,1.37912,17.509,14.4477,16.4844,14.2332,2.75438,1.24025,0.604991,0.566353,0.685663,3.4606,23.8446,22.0221,17.2779,17.9267,4.8485,1.36364,0.631335,1.47274,2.50287,2.15451
FBtr0071090,50.7075,56.2805,55.4766,69.2842,80.9949,60.8865,61.8375,52.3552,18.1597,49.1994,103.134,77.5244,94.8824,71.333,86.8364,91.2732,66.6743,48.8665,33.4998,53.8545,98.7666,86.0175,96.6879,84.2873,97.8941,57.5873,48.3987,38.7316,44.6095,20.4242
FBtr0081233,27.0995,23.383,15.8436,12.8754,6.27544,1.64159,2.20967,2.51954,2.86055,8.46926,37.167,28.5469,27.4921,13.6171,3.7841,3.25213,2.13612,3.84476,5.06046,9.42869,36.5577,33.6515,18.6069,12.8928,4.67845,2.14799,1.81042,3.16684,5.25225,5.39923
FBtr0301866,1.0623,0,0.424933,0.164848,0,0,0,0,0,0,0.863766,0,0.512491,0,0,0.454133,0.276524,0,0.369157,0,1.89283,0.243424,0.359734,0,0,0.219449,0.0875192,0,0.217708,0
FBtr0084253,41.4408,38.396,21.3698,11.7542,10.3631,7.23635,15.376,21.6473,18.7048,49.0785,61.3532,33.7477,27.8528,12.8103,10.8579,8.65726,13.7157,22.8838,30.588,49.0709,52.764,39.7737,18.4243,15.0076,8.74383,7.72736,11.2598,17.9977,25.8086,31.7291
FBtr0084252,7.32674,2.71024,2.60001,4.65684,3.56329,2.5,2.94E-08,0.295959,4.95E-10,2.22358,18.5839,18.6239,9.40513,6.26576,1.44985,2.29479,0.886407,0.00202212,0.000382833,3.30831,14.8492,12.1236,5.63363,3.19789,0.000355367,0,0.736436,0.850153,3.0255,0.948241
FBtr0329936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131897,0,0,0,0,0,0,0,0,0,0,0.0373767,0,0
FBtr0089034,0,0,0,0,0,0,0,0,0.0352237,0,0,0,0,0,0.118622,0,0,0,0,0.0312583,0,0.0387782,0,0,0,0,0,0,0,0
FBtr0331842,0,0.294128,0,0,0,1.59E-09,3.57159,0,6.74781,13.1497,1.88E-10,0,0,0.000742969,1.68022,0,9.16696,13.2964,19.7716,31.4422,0,0,0,0,0,0.0343909,0,8.24417,23.8537,0
FBtr0075175,17.2415,22.8489,20.3145,18.8628,31.9814,27.1946,43.4421,54.2838,18.8236,64.1882,33.8254,26.1643,30.9445,25.2136,30.2692,26.796,46.7895,62.1729,44.9033,60.2545,37.5374,27.7241,33.6141,31.9401,28.4405,25.2151,38.4734,41.5254,33.7667,42.0531
FBtr0345387,6.6574,4.51466,6.24426,12.977,6.98371,8.11166,17.0036,27.3453,8.14495,14.358,2.22361,8.09984,5.10657,3.86584,1.94069,11.7899,12.1954,13.5814,11.1804,14.6084,4.59021,5.49683,2.7583,5.88499,10.5614,8.78636,18.5647,11.6418,11.7808,35.9162
FBtr0344941,0,0,0,0.100843,0.112882,0,2.31411,0,2.88253,4.876,0.152607,0,0,0,0.962721,0,0.88868,6.07752,12.7086,19.3628,0,0,0,0,0,0,0.16938,6.07428,15.9754,0
FBtr0084931,1.15183,1.77423,0.434316,1.59192,1.61871,0.598482,0.645324,1.22436,1.09214,2.26035,0.929406,1.40742,2.64453,1.55369,1.46889,1.95069,0.43431,1.30666,0.396178,1.11227,3.05084,1.24188,2.54369,0.863096,2.45546,0.404971,1.36088,0.786119,0.756761,2.61086
FBtr0331359,0.331379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0084929,0.188677,0.295992,0.191428,0.243646,0.202129,0.121723,0.591088,0.596528,0.558339,1.30406,0.833855,0,0.0843966,0.353897,0.774953,0.632145,0.300612,0.981323,0.874061,0.822987,0.355387,0.217115,0,0.360648,0.627008,0.982369,0.156496,0.599688,1.02471,0
FBtr0084930,18.8132,19.1806,15.7659,14.7871,15.5093,9.97766,13.1685,12.5588,5.42851,15.562,36.1474,22.3338,22.3293,19.2057,11.1306,14.1551,10.895,10.3702,12.8364,18.6587,27.6673,24.7068,17.9352,17.5692,11.1609,6.19425,7.18905,10.6612,10.9664,9.74669
FBtr0475047,0,0,0,0,0,0,0.152387,0.0911144,0,0,0,0,0,0,0,0,0.0488684,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0076293,0,0.0274018,0,0,0,0,0,0,0,0.0305399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0344531,8.04768,8.39117,6.47332,7.40606,5.97261,2.7767,3.16893,1.12672,0.825822,1.22914,5.38617,3.9116,5.20443,4.70911,3.10318,4.14411,2.87952,1.59496,1.74089,1.78844,4.11396,6.72627,5.01432,10.0147,5.72605,5.38987,3.31103,2.68572,1.72278,2.60601
FBtr0344532,11.594,14.8104,10.6877,10.3572,12.2502,5.25256,8.17145,7.65613,2.21568,3.36942,6.24797,6.39236,11.0888,14.9136,6.0454,5.62695,6.35892,3.79426,5.57755,5.21443,10.9863,11.9783,8.61913,14.0875,11.8717,5.16115,6.12389,4.91634,5.58603,5.85358
FBtr0076612,15.6145,17.6857,13.1047,12.302,9.15936,2.5745,2.97233,4.60886,4.21313,13.6772,27.7123,22.2132,20.1345,13.2319,6.43897,4.25687,2.36838,4.07149,7.88968,15.0337,27.3438,23.9533,14.7559,13.6218,6.18247,2.16051,1.9773,3.71629,6.57569,10.7485
FBtr0332411,0.817929,0.299364,0,3.22674,0.430908,0,2.8227,4.87031,0,2.53122,2.06051,6.95E-07,3.43607,1.47521,1.7257,1.98474,3.7949,1.86897,2.88488,3.22897,2.52705,3.78842,0.728889,3.92187,4.79924,2.37891,0.912883,0.808919,0.794731,0.640372
FBtr0079000,99.5815,130.572,112.009,146.895,164.756,137.783,182.284,214.111,100.397,207.261,141.786,133.117,165.536,145.824,150.508,147.062,194.859,195.263,195.161,194.714,138.255,148.53,140.171,138.085,133.038,118.873,164.607,159.93,195.079,171.528
FBtr0332412,1.01717,1.3412,0.503283,1.73478,0.638502,0.843918,2.84205,2.18791,1.34786,2.81828,1.18533,0,0.748355,0.396222,0.283633,0.841031,1.90536,1.57821,1.55722,1.64464,1.40556,0.185124,2.70629,1.54764,1.43315,0.928736,0.842653,1.37978,1.55183,2.1879
FBtr0300768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0633513,0,0,0,0,0,0,0,0,0,0,0.037606
FBtr0310389,0,0,0,0,0,0,0,0,0,0,0,0,0.0170129,0,0,0,0.0205541,0,0,0,0,0,0,0,0,0,0,0.0580463,0,0
FBtr0088193,0.0892714,0.0981227,0,0.216521,0.0891845,0.245209,0,0.15685,1.09688,1.49967,0,0.338292,0.174564,0.0456199,0.131929,0.465464,0.31632,0.450652,1.09126,1.77278,0.0163715,0,0.0943204,0.12084,0.518948,0.154665,0.152998,0.337389,1.1255,1.374
FBtr0082429,0,0,0,0,0,0,0,0.00892523,0,0,0,0,0.0277879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228019,0.00823734,0.0714201
FBtr0335210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0081095,62.6135,71.9374,64.5339,82.0177,85.2419,35.3502,29.4573,27.3884,15.8147,36.4668,122.403,110.369,102.823,74.3839,71.4598,68.9319,31.4056,24.7368,23.3462,51.9197,109.033,95.45,101.471,84.3355,80.6017,35.3981,22.3362,20.1617,24.5425,32.3234
FBtr0273194,3.05441,3.60888,1.44098,3.12483,2.09925,3.68811,3.4368,1.59959,0.871831,1.01488,3.44527,2.09688,3.29439,4.40239,3.11106,2.83446,2.77283,2.23772,1.18611,2.62727,3.31732,2.24767,3.40204,4.05221,2.63181,3.18568,1.73609,0.957791,1.6466,4.48984
FBtr0330065,2.13045,4.98127,2.57505,10.6435,15.3664,6.07598,9.40423,14.2153,4.21785,7.52987,11.3664,4.23471,8.89029,4.26625,7.91392,10.3855,12.056,11.0871,6.83085,9.05402,9.7332,2.37228,5.53479,4.40256,4.23679,8.57803,7.6677,7.03384,10.0547,7.64741
FBtr0330061,1.89812,3.50315,1.80075,3.09354,2.85174,3.94557,4.17898,6.75531,1.5399,11.0534,5.65112,4.26281,3.72191,0.702937,3.17482,3.13228,3.92254,5.84539,7.00488,7.89985,3.16077,2.10216,3.23303,2.35133,3.08027,1.68673,5.63945,4.13407,8.30781,5.36595
FBtr0076949,22.3988,30.0086,26.2889,32.9998,37.7705,24.8879,30.3904,37.2797,8.17846,10.7137,45.9917,33.7639,42.0109,25.8751,38.1977,37.0561,32.2289,26.8074,11.4884,8.51599,38.3395,44.2459,40.3068,35.5734,35.3607,23.3674,26.3391,22.763,18.0744,6.37133
FBtr0330064,0.12736,0.0804159,0.51153,0.772141,0,0,0,0.656298,0.318872,1.07277,0.602996,0,0.578774,0,0,0.55856,0.567663,0.413899,0.407913,1.89147,0.354199,0.170375,0.121836,0.264869,0,0,0.753017,0,0.703531,0.737815
FBtr0330063,5.98333,4.85532,3.34371,7.38488,3.99265,6.53009,13.3326,15.8561,10.4439,27.0338,4.72529,6.1097,5.53059,6.19422,8.8192,8.01119,13.0719,17.7226,18.731,19.1789,3.59617,4.47331,5.57692,6.97376,5.45962,5.63781,9.40875,12.728,18.6797,16.5894
FBtr0330062,9.3298,5.35118,8.8007,6.1799,11.1258,9.95327,10.7126,10.3599,1.96208,9.27123,10.1153,16.914,11.5719,13.8201,10.5694,11.0746,7.71104,8.76596,6.5847,8.05223,13.0641,8.36218,14.7958,8.56201,10.7292,5.32909,5.15922,6.42071,9.94378,4.59815
FBtr0302200,0,0,0,0,0.100972,0.583873,0.786522,0.598837,0.466265,1.28133,0,0,0,0,0,0.332501,0.538058,0.930142,0.839515,1.35952,0,0,0,0,0,0.94414,0.7033,0.988706,1.84054,1.13113
FBtr0112919,19.2666,25.9385,21.2865,23.1764,37.5951,16.3894,27.8534,27.9798,8.26197,14.7214,29.9486,37.4138,31.0461,28.8531,29.88,23.1178,34.433,24.0686,23.504,21.9142,31.2688,29.04,17.0569,26.8673,28.9316,24.6879,24.5218,21.3765,17.7407,14.3291
FBtr0340053,0.149175,0.0987718,1.03532,0.524429,1.30316,1.2812,0.954716,2.24666,0.901421,3.4318,1.36331,0,0.686233,0.378474,3.36573,1.35459,1.1233,1.87837,2.40089,3.55268,0.763192,0.416939,1.01111,0.836429,0,1.21063,3.48892,2.16356,1.28185,1.54422
FBtr0112920,34.704,45.0169,38.2158,52.9596,61.224,57.672,58.7241,64.9722,13.449,18.0379,48.5843,28.9642,60.7638,57.5411,51.7783,61.0393,62.912,41.2271,27.5467,12.9953,64.8657,62.9189,64.7925,59.9156,55.685,47.0249,54.7219,41.7358,21.0789,10.1019
FBtr0340054,8.56129,5.83469,8.32815,10.382,11.5081,10.2515,9.95159,12.305,3.3664,6.74692,10.1824,13.5451,10.5275,10.834,9.40764,9.13593,11.8572,10.8617,7.27777,6.32741,9.68233,9.67032,15.7685,12.9338,7.67329,7.3681,9.38543,9.04911,9.46038,3.7865
FBtr0340055,0.442335,0.405122,0.69323,0.953059,0.577598,0.27061,0.889906,0.998988,0.61805,0.187929,0.919778,0.686015,0.605818,0.283129,1.17618,0.821322,1.82556,0.0121295,1.99895,2.15424,0.589892,0.505858,0.981943,0.717731,0.988073,0.1044,0.634721,1.04101,0.572888,0.562361
FBtr0089185,0.902293,0.627075,0.651824,0.940189,2.016,1.80252,1.39727,1.80848,4.90276,11.8362,0.324291,0.428852,0.998764,1.15156,1.5911,1.52636,1.9878,4.01052,7.24163,16.6937,0.140307,0.667834,1.25657,0.632703,1.50732,1.41908,1.5305,2.82518,5.34854,6.03665
FBtr0339509,0.193965,0.07872,0.0486675,0.0282312,0.0366536,0.231201,0.264732,0.327228,0.835968,1.99614,0.0255862,0.0793129,0.116409,0.0626682,0.113172,0.261201,0.271827,0.392922,1.34313,3.60712,0,0.0579178,0.0781517,0.0277004,0.116612,0.249846,0.323695,0.603022,1.02468,2.2749
FBtr0335126,5.26056,3.41674,4.53279,3.84433,5.34545,2.53171,4.70558,4.92777,3.71322,6.37119,5.29913,8.90043,6.78414,10.6933,3.86715,3.76541,5.6134,5.49961,7.86081,6.93115,6.17131,5.7868,6.0862,6.72691,4.75367,3.45044,4.0308,5.74324,5.71067,11.4157
FBtr0077715,14.8573,22.4195,17.6542,25.859,32.1148,32.9995,46.9095,60.6239,19.4072,29.8753,27.2212,19.9729,28.0616,21.4219,32.9164,34.1686,54.7628,55.388,39.946,23.599,27.3292,25.558,24.754,22.5658,27.6707,22.7499,44.9228,43.7327,41.2178,18.7174
FBtr0301751,0,8.80E-06,2.88E-05,0,0.5724,1.9716,1.73412,1.60347,0.761073,2.57865,6.33E-06,0,0.107644,4.64E-05,0.465088,0.682147,2.41811,1.94197,2.36862,1.94506,0,0,0.318495,0.239165,0.000137814,0.220738,0.556034,1.07884,2.28491,0.903282
FBtr0087223,0,0,0,0.695412,0.743438,0.725729,2.67576,2.84885,0.791563,5.31625,0,0,0.154033,0.302125,1.48152,1.49602,3.5177,2.22037,2.13113,1.92978,0.0255862,0,0.120153,0.190365,0.905021,1.81432,2.64963,1.44492,4.30016,1.71396
FBtr0340021,0,0.0394624,0.110312,0.583697,0,6.21E-08,0.585351,0,1.13808,1.38478,0.0302623,0,0,0.410801,2.27E-05,0.398047,0.621504,0.355896,0.143521,0.472476,0,0,0,0,0.617233,0,0.25348,0.454766,0.359954,0.62853
FBtr0331611,0,0.354796,1.02339,0,0.225154,0,0,0.893433,0,0,0.95015,1.46219,0.927986,0.891421,0,0.590273,0.223594,0,0,0,0.760717,2.56118,0.719389,0.878141,0,0.490586,0,0,0.156458,0
FBtr0331610,0.748547,0.825344,0.196228,0.855913,0.423928,1.18938,0.807781,1.96214,0.717933,1.37049,0.28695,0,0.439926,1.07173,0.457433,0.755826,1.64562,0.881435,1.84904,1.91971,0.721348,1.15754,0.858944,0.562883,0.526831,0.690802,1.4067,0.830352,2.41731,0.926417
FBtr0332285,1.65911,2.66095,1.88671,1.3858,2.35451,0.954695,2.44885,2.09597,1.25027,2.49765,2.26475,2.69189,2.94134,3.5631,1.37594,1.47919,1.86268,1.77592,2.31485,2.87089,2.29679,2.40906,1.99232,2.26843,1.74334,1.95684,1.77569,2.11863,3.0011,2.6356
FBtr0070569,8.46504,13.2324,11.9942,11.2756,15.3501,6.08427,5.88724,11.0764,2.71127,5.9723,20.9604,21.1343,23.5721,29.4981,14.1327,9.81533,7.88397,6.18515,7.56641,4.6489,26.3997,25.0688,16.1358,19.4663,11.5186,6.51243,4.73625,4.89418,3.97258,3.28114
FBtr0331612,0.128906,0.0921022,0,0.0895087,0.0267923,0.260142,0.729351,0.361808,0.41022,0.567645,0.242416,0,0.0555916,0.181269,0.116602,0.0369721,0.465333,0.521415,1.44697,0.682685,0.0900239,0.0718332,0.0334496,0.311603,0.167739,0.2486,0.716894,0.925624,0.731093,0.40629
FBtr0085084,0.67999,0.770868,0.296415,0.0788018,0.484527,0.127853,0.383935,0.198862,0.223968,0.0266486,0.155851,0.154975,0.170607,0.0380514,0,0.133041,0.105897,0.104902,0.105622,0,0.161243,0.246893,0.0773491,0.371346,0.122248,0.22828,0.215747,0.0871696,0.154145,0.133543
FBtr0085085,37.3229,34.7747,31.3609,32.551,45.7048,29.3846,31.3381,48.2288,11.3397,20.021,49.7333,45.6176,50.3832,33.8622,37.2442,38.3622,32.943,36.8736,26.9738,8.70418,53.3885,40.4942,48.4223,37.6178,28.4856,26.9209,33.1656,33.8204,31.2419,9.56711
FBtr0339136,0,0,0,0,0.000352213,0,0,1.77354,1.97E-08,0.429739,0,0.486639,0,1.56E-08,0.594717,0.330915,0,0.00957449,0.945083,0,0,0,0.567438,0,0.830327,0.138585,0,0.341157,1.31807,0.88153
FBtr0306166,0,0,0,0,0.806844,0.662902,0.148472,0,0.530889,0.294319,0,0,0.118492,0.203344,0,0.525137,0.807731,0.45975,1.33322,1.02065,0,0,0,0,0,0.28018,0.396274,0.179937,0,0.534635
FBtr0073410,156.896,171.975,147.627,170.116,181.029,120.618,106.762,138.86,45.9228,122.995,290.127,206.786,224.738,173.055,171.582,150.372,115.725,109.667,82.4327,113.221,239.645,215.367,222.357,177.881,188.28,88.2053,84.3702,93.0647,92.1336,47.1205
FBtr0070339,72.8332,85.2119,78.4374,96.8658,124.646,99.6886,131.832,164.954,52.4597,95.9821,113.371,98.2007,111.953,96.0837,109.9,111.174,131.168,157.778,119.765,49.6455,117.005,109.603,109.835,106.726,117.856,81.7446,112.03,126.344,119.834,57.8317
FBtr0075753,0.00633288,0.00102923,0.00929576,0.0220383,0.0302265,0.0143903,0.105663,0.12943,0.165094,1.5947,0.00131873,0,0.0194695,0.011948,0.0532159,0.035791,1.62E-06,4.48E-11,0.791903,1.29292,0,0.0045251,0.00822419,0.0241798,0.0213243,0.0205888,0.068879,0.397265,1.06625,0.783197
FBtr0333020,0.00858333,0.00142933,0.012838,0.0307659,0.0409107,0.019628,0.144266,0.181456,0.227586,0.0570093,0.00183889,0,0.0266127,0.0170743,0.0756726,0.0479969,0.155619,0.374155,0.0445027,0.440514,0,0.0063309,0.0116101,0.0325614,0.0296655,0.0280407,0.0931099,0.0119755,0.0873445,1.08224
FBtr0342604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0080360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0079969,0,0,0,0,0.0423901,0,0,0,0,0.0465699,0,0,0,0,0.0470432,0.0277299,0.0150419,0.0145895,0,0,0,0,0,0,0,0,0,0,0,0.0279729
FBtr0335494,14.2203,5.26206,0.75051,0,0.571948,0,6.35723,3.0117,0.755464,3.15928,12.5339,5.50668,0.335891,0,0,1.505,1.21771,1.96353,3.17023,14.0463,13.5192,3.31274,0,0,2.74777,0.594214,0.418863,2.31476,4.17019,1.50584
FBtr0079846,63.0866,23.9538,8.47149,6.51182,5.33965,15.0438,20.6196,31.8164,35.8606,119.313,55.6597,33.252,10.9287,5.54286,4.68172,10.9376,33.745,53.9369,70.5921,147.521,84.3249,37.4594,6.57704,5.06463,1.98868,9.68641,21.1212,40.7213,68.3642,66.8204
FBtr0077755,0,0,0,0,0,0,0,0,0,0,0,0,0.0299455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0077754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0077839,0,0.347718,0,0,0,1.36534,0,0,0.40137,1.5865,5.32823,1.14E-05,0.274153,0.471192,1.0307,0.000249621,0,0.654293,0,0.167706,1.29E-05,0,4.23025,0,0,0.463478,0.341285,0.168772,0,0.097297
FBtr0077837,1.4603,0.978922,0.626175,1.12408,0.684778,2.49814,1.24416,3.23737,0.138872,1.22647,0.758268,0.272847,0.972924,0.978543,1.05831,1.75157,2.0493,0.982966,1.91746,2.08528,1.67912,0.212707,0.513657,1.17471,0.46102,2.78929,1.84439,1.35764,0.733511,1.8658
FBtr0077838,0,0,0.208388,0,0,0,2.36635,0.43377,0.726157,0.626711,2.10E-09,0,0,0,0,2.69654,0.889522,0.168609,0.472253,0.834396,0,2.88651,0,0,0.604438,0.598866,0.185178,1.92436,1.01589,1.22218
FBtr0077836,20.4065,20.6685,21.6088,23.8954,27.3405,20.0662,23.9417,16.6344,3.00369,2.05507,23.2987,21.5806,25.8802,19.8206,24.7207,25.5661,20.4022,10.5884,6.19595,2.52642,27.4901,24.3867,24.3743,26.1527,26.4054,16.5577,19.7112,9.96302,5.74076,1.90303
FBtr0078598,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0341831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0088254,7.67732,8.53185,6.87899,8.04844,5.89484,1.46983,0.979212,0.628156,0.196593,0.428788,12.7355,9.32119,10.1046,6.11926,4.88621,2.6558,0.676157,0.60557,0.299356,0.951231,12.3187,9.80996,10.2076,7.23605,3.42763,1.21795,0.563147,0.5252,0.318638,0.367774
FBtr0302517,1.69062,0.832879,0.577118,1.09344,0.404332,0.310144,0.100024,0.179879,0.0229052,0.0756413,0.647971,0.779161,0.888455,0.990893,0.137128,0.252983,0.317289,0.0946061,0.105741,0,0.66775,1.2615,0.625006,0.982411,0.196977,0.379498,0.185303,0.157414,0.0383676,0.15001
FBtr0070141,7.13233,10.6259,9.57089,7.70781,16.3646,16.4824,18.1681,20.6878,6.22432,12.5782,12.6951,10.4647,17.6879,49.5518,18.8497,20.0787,19.3276,9.57145,14.642,9.02588,14.1645,14.4787,8.40449,13.9809,9.2653,13.6562,17.001,13.3797,8.37292,7.5092
FBtr0310162,0.165946,0,0,0.530866,0.941538,0,0,3.29517,0.473263,0.874488,0.974572,2.05188,0,1.07079,0,0,0.359521,1.489,0.545829,2.05538,0.511622,0,0.178091,0,0,0.509247,0.950746,1.75517,1.91125,0.293618
FBtr0113367,0,0.0354862,0.211973,0.111971,0,0.177481,0.119352,0.319224,0.283533,0.501658,0.0900616,0,0,0.0413111,0.119356,0.280963,0.267112,0.296384,0.478471,0.597582,0,0,0.056898,0,0.0427185,0.447696,0.237202,0.287567,0.787867,0.710118
FBtr0100335,2.79646,3.19048,0.248494,4.64885,2.57683,1.51265,5.11348,1.99006,0.213156,2.22418,0.943402,0.872619,1.2881,0.304848,1.61502,0,1.98267,0.884297,3.56689,1.43198,1.35788,2.51714,1.38439,2.09317,3.32049,0.915608,2.03931,2.97196,2.14341,1.60302
FBtr0085092,1.04274,1.14877,0.205638,0.387379,1.13583,0.798381,0.338729,0.450755,0,0.120781,0,0,0.709239,0,0,0.452729,0.205841,0.502623,1.53405,0,0.103018,0.546756,0.556651,2.30275,3.71657,1.10864,0.580066,0,0.747102,0.203156
FBtr0100336,6.61309,8.0803,8.57684,8.54382,6.70462,2.87297,0.823302,2.8279,1.21283,2.65232,11.4551,13.321,9.31048,8.41393,7.7478,4.98143,2.27041,2.5641,0.360903,3.70996,10.2386,9.74222,7.53817,5.89127,5.59923,2.06063,1.97309,1.72332,2.95813,3.42943
FBtr0085093,0.228613,0.299698,0,0.105639,0.257125,0.296304,1.70496,1.17931,0.867037,1.32211,0,0,0.0357759,0.20181,0,0.176623,1.75683,1.17431,1.2579,1.36378,0.126341,0.0481791,0.125424,0.603932,0.0599703,1.4918,1.94372,1.05184,1.92477,1.68485
FBtr0100337,5.32621,2.46242,2.58238,4.1761,0.945098,0.610224,0,0,0.134983,0.0833955,3.75532,1.89947,2.00154,0.478109,0,0.383185,0.141617,0.0724328,0,0,1.9298,2.35073,2.46279,2.54157,3.04821,0,0,0,0.301087,0
FBtr0100339,13.2927,17.4512,18.7298,19.6667,17.9756,9.52725,8.52447,10.4366,4.27512,12.462,28.145,29.4662,28.8239,19.3118,18.0615,16.5541,12.1361,12.7349,6.31994,9.73598,25.4597,19.9088,19.9644,14.0325,16.7919,9.24354,8.17087,6.825,6.5417,3.8591
FBtr0100334,6.17837,6.21264,3.62577,3.38571,2.6323,0.709584,0,0,0,0,6.05484,6.44222,6.18674,5.10156,1.57E-09,1.48776,0.798061,0,0,1.74098,5.08517,7.27827,6.32245,4.76379,1.0291,0.725171,0.403977,0,0,0
FBtr0100340,1.14562,1.98374,0,0.249533,1.26789,1.21558,0.56509,1.57894,0.303692,0.707706,0.913174,0,1.06598,0,0.492387,0.312813,0.175671,1.80078,1.86748,2.575,1.03154,0.958014,1.42091,5.3534,0.650344,1.46066,1.69563,1.49322,3.0452,3.95751
FBtr0100338,5.37615,6.17302,6.4064,7.51972,6.24203,4.21454,8.5917,5.29595,3.80205,6.02978,3.81446,5.36586,4.74496,7.32643,5.05549,4.13981,8.79374,4.72711,3.43635,4.87171,4.50012,3.77867,1.64641,0.322555,6.56106,2.66652,3.63284,5.14097,3.55054,5.90091
FBtr0346103,0.138379,0.14597,0.0730329,0.0871405,0.361355,0.229619,0.371177,0.146536,0.146694,0.368073,0.375287,0,0.260631,0.344982,0.308692,0.256294,0.315991,0.152679,0.0616289,0.130178,0.305947,0.241775,0.14727,0.168437,0.267388,0.202158,0.1019,0.206481,0.304007,0.29307
FBtr0083004,8.26906,8.40107,8.5503,9.28082,12.1922,9.52509,13.3798,14.9228,6.65729,13.5102,12.9544,11.7816,13.0428,10.8947,10.1468,13.3123,13.6801,14.9066,15.2103,12.0754,14.3062,12.4488,10.9783,12.3811,8.33765,9.62852,11.3179,13.21,13.0398,14.1502
FBtr0085149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0087849,0,0,0,0,0,0,0,0,0,0,0,0,0.0808878,0,0,0,0,0,0,0,0,0,0,0,0,0.0477634,0,0.0304355,0,0
FBtr0113076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0332786,0,0,0,0,0,0,0,0,0.0717427,0,0,0,0,0,0,0,0.0772203,0,0,0,0,0.0791448,0,0,0,0,0.0401562,0.072097,0.0668361,0
FBtr0077021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0310532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0309878,0,0,0,0,0,0,0,0.0512153,0,0,0,0,0,0,0.0861082,0,0,0,0.0432247,0,0,0,0,0,0,0,0,0,0,0
FBtr0290134,61.2797,76.0646,64.035,67.1886,78.6604,47.2218,55.0475,65.776,35.5888,86.1613,87.9006,79.6331,107.545,89.945,82.2763,72.8296,55.42,60.5058,75.395,116.06,94.1198,100.639,74.1065,91.7521,64.2731,52.5636,47.5493,54.8871,67.8563,84.4228
FBtr0075754,0.180861,0,0,0,0,0,0,0.31971,0,0,0,0,0.0352445,0,0,0.232288,0,0.286389,0.0792468,0.559656,0,0,0,0,0,0.0624011,0.380142,0.584444,0.315118,0.777861
FBtr0075755,0,0,0,0,0,0,0,0.293765,0.0421736,0.245591,0,0,0,0,0,0,0.635656,0.354905,0.349548,0,0,0,0,0,0,0,0.244538,0.132845,0.418897,1.27562
FBtr0306925,0,0,0,0,0.621395,0,0.749618,0.596457,0.07435,0.369454,0,0,0,0.0858607,0.375756,0.0730834,0.280086,0.273306,0.315158,0.527703,0,0,0.0596393,0.346141,0.266463,0.353061,0.291385,0.522672,0.0692658,0.746968
